1, none, far_end:amethyst_forest, MONSTER, minecraft:enderman, 5, 4, 4
25881, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:creep, 20, 2, 3
25882, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:deathword, 30, 1, 2
25883, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
25884, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
25885, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:goblin, 30, 2, 6
25886, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:mimic, 30, 1, 1
25887, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:orc, 30, 2, 6
25888, savanna, biomesoplenty:scrubland, MONSTER, player_mobs:player_mob, 20, 2, 4
25889, savanna, biomesoplenty:scrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
25890, savanna, biomesoplenty:scrubland, MONSTER, alexsmobs:farseer, 5, 1, 1
25891, savanna, biomesoplenty:scrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
25892, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
25893, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
25894, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
25895, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
25896, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
25897, savanna, biomesoplenty:scrubland, MONSTER, hmag:catoblepas, 20, 1, 2
25898, savanna, biomesoplenty:scrubland, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
25899, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
25900, savanna, biomesoplenty:scrubland, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
25901, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
25902, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
25903, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
25904, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
25905, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
25906, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
25907, savanna, biomesoplenty:scrubland, MONSTER, hmag:dyssomnia, 10, 1, 1
25908, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
25909, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
25910, savanna, biomesoplenty:scrubland, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
25911, savanna, biomesoplenty:scrubland, MONSTER, hmag:harpy, 20, 1, 2
25912, savanna, biomesoplenty:scrubland, MONSTER, hmag:melty_monster, 18, 1, 3
25913, savanna, biomesoplenty:scrubland, MONSTER, hmag:ghost, 15, 1, 2
25914, savanna, biomesoplenty:scrubland, MONSTER, hmag:kobold, 20, 1, 2
25915, savanna, biomesoplenty:scrubland, MONSTER, hmag:lich, 10, 1, 1
25916, savanna, biomesoplenty:scrubland, MONSTER, hmag:ogre, 10, 1, 1
25917, savanna, biomesoplenty:scrubland, MONSTER, hmag:spider_nest, 10, 1, 2
25918, savanna, biomesoplenty:scrubland, MONSTER, hmag:necrotic_reaper, 10, 1, 2
25919, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
25920, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
25921, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
25922, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
25923, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
25924, savanna, biomesoplenty:scrubland, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
25925, savanna, biomesoplenty:scrubland, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
25926, savanna, biomesoplenty:scrubland, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 2
25927, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
25928, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
25929, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
25930, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
25931, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
25932, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
25933, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
25934, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
25935, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
25936, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
25937, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
25938, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
25939, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
25940, savanna, biomesoplenty:scrubland, CREATURE, minecraft:sheep, 35, 2, 4
25941, savanna, biomesoplenty:scrubland, CREATURE, minecraft:pig, 25, 2, 4
25942, savanna, biomesoplenty:scrubland, CREATURE, minecraft:chicken, 35, 4, 4
25943, savanna, biomesoplenty:scrubland, CREATURE, minecraft:cow, 35, 2, 4
25944, savanna, biomesoplenty:scrubland, CREATURE, minecraft:horse, 10, 2, 6
25945, savanna, biomesoplenty:scrubland, CREATURE, minecraft:donkey, 10, 1, 3
25946, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:budgerigar, 10, 2, 3
25947, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:cassowary, 10, 2, 3
25948, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:cockatoo, 10, 2, 3
25949, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:crane, 10, 2, 3
25950, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:gouldianfinch, 10, 2, 3
25951, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:hummingbird, 20, 2, 3
25952, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:kookaburra, 10, 2, 3
25953, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:ostrich, 10, 2, 3
25954, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:peafowl, 10, 2, 3
25955, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:pigeon, 12, 2, 3
25956, savanna, biomesoplenty:scrubland, CREATURE, exoticbirds:roadrunner, 10, 2, 3
25957, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:gazelle, 20, 7, 7
25958, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:elephant, 15, 3, 5
25959, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:emu, 10, 2, 3
25960, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:kangaroo, 12, 3, 5
25961, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
25962, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:rhinoceros, 12, 3, 5
25963, savanna, biomesoplenty:scrubland, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
25964, savanna, biomesoplenty:scrubland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
25965, savanna, biomesoplenty:scrubland, AMBIENT, minecraft:bat, 10, 2, 4
25966, savanna, biomesoplenty:scrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
25967, savanna, biomesoplenty:scrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
25968, savanna, biomesoplenty:scrubland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
25969, savanna, biomesoplenty:scrubland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
25970, savanna, biomesoplenty:scrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
25971, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
25972, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
25973, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
25974, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
25975, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
25976, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
25977, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
25978, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
25979, savanna, biomesoplenty:scrubland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
25980, savanna, biomesoplenty:scrubland, zombie, rotted:marine, 15, 1, 1
25981, savanna, biomesoplenty:scrubland, zombie, rotted:doctor, 10, 1, 1
25982, savanna, biomesoplenty:scrubland, zombie, rotted:farmer, 20, 1, 2
25983, savanna, biomesoplenty:scrubland, zombie, rotted:miner, 20, 1, 2
25984, savanna, biomesoplenty:scrubland, zombie, rotted:adventurer, 25, 1, 2
25985, savanna, biomesoplenty:scrubland, zombie, rotted:flusk, 15, 1, 1
25986, savanna, biomesoplenty:scrubland, zombie, rotted:shielder, 15, 1, 2
25987, savanna, wythers:scrubland, MONSTER, minecraft:spider, 30, 2, 4
25988, savanna, wythers:scrubland, MONSTER, minecraft:zombie, 40, 2, 3
25989, savanna, wythers:scrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
25990, savanna, wythers:scrubland, MONSTER, minecraft:skeleton, 40, 2, 4
25991, savanna, wythers:scrubland, MONSTER, minecraft:slime, 30, 2, 4
25992, savanna, wythers:scrubland, MONSTER, minecraft:witch, 5, 1, 1
25993, savanna, wythers:scrubland, MONSTER, monsterplus:abyssologer, 10, 1, 1
25994, savanna, wythers:scrubland, MONSTER, grimoireofgaia:arachne, 20, 1, 2
25995, savanna, wythers:scrubland, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
25996, savanna, wythers:scrubland, MONSTER, grimoireofgaia:creep, 20, 2, 3
25997, savanna, wythers:scrubland, MONSTER, grimoireofgaia:deathword, 30, 1, 2
25998, savanna, wythers:scrubland, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
25999, savanna, wythers:scrubland, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
26000, savanna, wythers:scrubland, MONSTER, grimoireofgaia:goblin, 30, 2, 6
26001, savanna, wythers:scrubland, MONSTER, grimoireofgaia:mimic, 30, 1, 1
26002, savanna, wythers:scrubland, MONSTER, grimoireofgaia:orc, 30, 2, 6
26003, savanna, wythers:scrubland, MONSTER, player_mobs:player_mob, 20, 2, 4
26004, savanna, wythers:scrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
26005, savanna, wythers:scrubland, MONSTER, alexsmobs:farseer, 5, 1, 1
26006, savanna, wythers:scrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
26007, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
26008, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
26009, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
26010, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
26011, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
26012, savanna, wythers:scrubland, MONSTER, hmag:catoblepas, 20, 1, 2
26013, savanna, wythers:scrubland, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
26014, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
26015, savanna, wythers:scrubland, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
26016, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
26017, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
26018, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
26019, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
26020, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
26021, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
26022, savanna, wythers:scrubland, MONSTER, hmag:dyssomnia, 10, 1, 1
26023, savanna, wythers:scrubland, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
26024, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
26025, savanna, wythers:scrubland, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
26026, savanna, wythers:scrubland, MONSTER, hmag:harpy, 20, 1, 2
26027, savanna, wythers:scrubland, MONSTER, hmag:melty_monster, 18, 1, 3
26028, savanna, wythers:scrubland, MONSTER, hmag:ghost, 15, 1, 2
26029, savanna, wythers:scrubland, MONSTER, hmag:kobold, 20, 1, 2
26030, savanna, wythers:scrubland, MONSTER, hmag:lich, 10, 1, 1
26031, savanna, wythers:scrubland, MONSTER, hmag:ogre, 10, 1, 1
26032, savanna, wythers:scrubland, MONSTER, hmag:spider_nest, 10, 1, 2
26033, savanna, wythers:scrubland, MONSTER, hmag:necrotic_reaper, 10, 1, 2
26034, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
26035, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
26036, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
26037, savanna, wythers:scrubland, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
26038, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
26039, savanna, wythers:scrubland, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
26040, savanna, wythers:scrubland, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
26041, savanna, wythers:scrubland, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 2
26042, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
26043, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
26044, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
26045, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
26046, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
26047, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
26048, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
26049, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
26050, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
26051, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
26052, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
26053, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
26054, savanna, wythers:scrubland, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
26055, savanna, wythers:scrubland, CREATURE, exoticbirds:budgerigar, 10, 2, 3
26056, savanna, wythers:scrubland, CREATURE, exoticbirds:cassowary, 10, 2, 3
26057, savanna, wythers:scrubland, CREATURE, exoticbirds:cockatoo, 10, 2, 3
26058, savanna, wythers:scrubland, CREATURE, exoticbirds:crane, 10, 2, 3
26059, savanna, wythers:scrubland, CREATURE, exoticbirds:gouldianfinch, 10, 2, 3
26060, savanna, wythers:scrubland, CREATURE, exoticbirds:hummingbird, 20, 2, 3
26061, savanna, wythers:scrubland, CREATURE, exoticbirds:kookaburra, 10, 2, 3
26062, savanna, wythers:scrubland, CREATURE, exoticbirds:ostrich, 10, 2, 3
26063, savanna, wythers:scrubland, CREATURE, exoticbirds:peafowl, 10, 2, 3
26064, savanna, wythers:scrubland, CREATURE, exoticbirds:pigeon, 12, 2, 3
26065, savanna, wythers:scrubland, CREATURE, exoticbirds:roadrunner, 10, 2, 3
26066, savanna, wythers:scrubland, CREATURE, alexsmobs:gazelle, 20, 7, 7
26067, savanna, wythers:scrubland, CREATURE, alexsmobs:elephant, 15, 3, 5
26068, savanna, wythers:scrubland, CREATURE, alexsmobs:emu, 10, 2, 3
26069, savanna, wythers:scrubland, CREATURE, alexsmobs:kangaroo, 12, 3, 5
26070, savanna, wythers:scrubland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
26071, savanna, wythers:scrubland, CREATURE, alexsmobs:rhinoceros, 12, 3, 5
26072, savanna, wythers:scrubland, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
26073, savanna, wythers:scrubland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
26074, savanna, wythers:scrubland, AMBIENT, minecraft:bat, 10, 2, 4
26075, savanna, wythers:scrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
26076, savanna, wythers:scrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
26077, savanna, wythers:scrubland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
26078, savanna, wythers:scrubland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
26079, savanna, wythers:scrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
26080, savanna, wythers:scrubland, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
26081, savanna, wythers:scrubland, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
26082, savanna, wythers:scrubland, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
26083, savanna, wythers:scrubland, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 3
26084, savanna, wythers:scrubland, zombie, rotted:marine, 15, 1, 1
26085, savanna, wythers:scrubland, zombie, rotted:doctor, 10, 1, 1
26086, savanna, wythers:scrubland, zombie, rotted:farmer, 20, 1, 2
26087, savanna, wythers:scrubland, zombie, rotted:miner, 20, 1, 2
26088, savanna, wythers:scrubland, zombie, rotted:adventurer, 25, 1, 2
26089, savanna, wythers:scrubland, zombie, rotted:flusk, 15, 1, 1
26090, savanna, wythers:scrubland, zombie, rotted:shielder, 15, 1, 2
26091, none, fokastudio:sculk_growth, MONSTER, alexsmobs:farseer, 5, 1, 1
26092, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
26093, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
26094, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
26095, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
26096, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
26097, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
26098, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
26099, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
26100, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
26101, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
26102, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
26103, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
26104, none, fokastudio:sculk_growth, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
26105, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
26106, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
26107, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
26108, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
26109, none, fokastudio:sculk_growth, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
26110, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
26111, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
26112, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
26113, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
26114, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
26115, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
26116, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
26117, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
26118, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
26119, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
26120, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
26121, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
26122, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
26123, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
26124, none, fokastudio:sculk_growth, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
26125, none, fokastudio:sculk_growth, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
26126, none, fokastudio:sculk_growth, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
